"latitude","longitude","altitude","geometry","coordinates","name","description","_umap_options","code","nom"
"44.735794","4.59987",,"Point",,"PRIVAS","<b>10 heures</b> Préfecture",,1,
"47.993843","-4.104259",,"Point",,"QUIMPER","<b>14 heures</b> Place de la Résistance","CornflowerBlue",1,
"47.874375","-3.553841",,"Point",,"QUIMPERLÉ","<b>10 heures</b> Gare SNCF","CornflowerBlue",1,
"47.651728","-2.083666",,"Point",,"REDON","<b>17 heures</b> Place de Bretagne","CornflowerBlue",1,
"49.937142","4.640656",,"Point",,"REVIN","<b>14 heures</b> Rue Louise Weiss","CornflowerBlue",,
"49.254543","4.040523",,"Point",,"REIMS","<b>10 heures</b> Maison des syndicats","CornflowerBlue",1,
"48.109258","-1.68403",,"Point",,"RENNES","<b>11 heures</b> Place de Bretagne","CornflowerBlue",1,
"46.039302","4.063284",,"Point",,"ROANNE","<b>10 heures</b> Devant l’Hôpital",,1,
"45.936617","-0.961475",,"Point",,"ROCHEFORT","<b>10 heures 30</b> Place Colbert","DarkTurquoise",1,
"44.362234","2.580561",,"Point",,"RODEZ","<b>14 heures</b> Gare SNCF","CornflowerBlue",1,
"45.0454","5.049883",,"Point",,"ROMANS-SUR-ISÈRE","<b>10 heures</b> Place Jules Nadi",,1,
"48.514884","3.728528",,"Point",,"ROMILLY-SUR-SEINE","<b>10 heures 30</b> Place de la Gare","CornflowerBlue",,
"47.342294","1.749235",,"Point",,"ROMORANTIN-LANTHENAY","<b>10 heures</b> Rond-point de Chat Lièvre","CornflowerBlue",1,
"49.434356","1.088939",,"Point",,"ROUEN","<b>10 heures</b> Cours Clémenceau","DarkTurquoise",1,
"45.36226","4.80189",,"Point",,"ROUSSILLON","<b>9 heures 30</b> Place de la République",,,
"45.624772","-1.029008",,"Point",,"ROYAN","<b>10 heures 30</b> Place Charles de Gaulle","DarkTurquoise",,
"46.028108","0.199277",,"Point",,"RUFFEC","<b>10 heures</b> Place d’Armes","DarkTurquoise",,
"47.84057","-0.336315",,"Point",,"SABLÉ-SUR-SARTHE","<b>11 heures</b> Place du Champ de Foire",,1,
"43.95767","2.88282",,"Point",,"SAINT-AFFRIQUE","<b>11 heures</b> Kiosque Jardin public","CornflowerBlue",,
"46.724917","2.499362",,"Point",,"SAINT-AMAND-MONTROND","<b>10 heures</b> Place Jean Giraud","CornflowerBlue",1,
"49.107949","6.697937",,"Point",,"SAINT-AVOLD","<b>10 heures</b> Parking Agora","CornflowerBlue",,
"48.509753","-2.751904",,"Point",,"SAINT-BRIEUC","<b>14 heures</b> Place de la Liberté","CornflowerBlue",1,
"46.38634","5.86541",,"Point",,"SAINT-CLAUDE","<b>10 heures 30</b> Place de l’Abbaye","DarkTurquoise",1,
"-20.879213","55.457445",,"Point",,"SAINT-DENIS","<b>9 heures</b> Place du Petit Marché",,1,
"48.28648","6.94738",,"Point",,"SAINT-DIÉ-DES-VOSGES","<b>9 heures 30</b> Tour de la Liberté","CornflowerBlue",1,
"48.637297","4.947377",,"Point",,"SAINT-DIZIER","<b>17 heures</b> Place Aristide Briand","CornflowerBlue",1,
"45.443087","4.399499",,"Point",,"SAINT-ÉTIENNE","<b>10 heures 30</b> Gare SNCF Châteaucreux",,1,
"46.992885","2.245358",,"Point",,"SAINT-FLORENT-SUR-CHER","<b>10 heures 30</b> Place de la République","CornflowerBlue",1,
"45.032819","3.088038",,"Point",,"SAINT-FLOUR","<b>17 heures</b>
Allées de l'Octroi",,1,
"43.10778","0.752503",,"Point",,"SAINT-GAUDENS","<b>15 heures</b> Place Jean Jaurès","CornflowerBlue",1,
"46.243874","6.025403",,"Point",,"SAINT-GENIS-POUILLY","<b>10 heures</b>
Place du Centre Culturel Jean Monnet",,,
"3.88879","-51.80132",,"Point",,"SAINT-GEORGES","<b>9 heures</b> Mairie",,,
"45.27942","6.346434",,"Point",,"SAINT-JEAN-DE-MAURIENNE","<b>10 heures</b> Champ de Foire",,1,
"45.88782","0.90306",,"Point",,"SAINT-JUNIEN","<b>10 heures</b> Place de la Bourse","DarkTurquoise",,
"49.51085","2.43017",,"Point",,"SAINT-JUST-EN-CHAUSSÉE","<b>18 heures</b> Rond-point Leclerc",,,
"5.505147","-54.029037",,"Point",,"SAINT-LAURENT-DU-MARONI","<b>9 heures</b>
Sous-préfecture",,,
"49.11555","-1.09092",,"Point",,"SAINT-LÔ","<b>10 heures 30</b> Place du Général de Gaulle (Mairie)","DarkTurquoise",1,
"48.646847","-2.005713",,"Point",,"SAINT-MALO","<b>11 heures</b> Esplanade de l’Europe","CornflowerBlue",1,
"45.15481","5.318917",,"Point",,"SAINT-MARCELLIN","<b>14 heures</b> Champs de Mars",,1,
"47.279622","-2.203059",,"Point",,"SAINT-NAZAIRE","<b>10 heures</b> Place de l'Amérique Latine",,1,
"50.753373","2.266402",,"Point",,"SAINT-OMER","<b>9 heures 30</b> Parvis de la Gare",,,
"-21.327556","55.47218",,"Point",,"SAINT-PIERRE","<b>7 heures</b> ZAC Canabady",,,
"46.780366","-56.171046",,"Point",,"SAINT-PIERRE-ET-MIQUELON","<b>14 heures</b>  Square Joffre",,,
"49.842125","3.294978",,"Point",,"SAINT-QUENTIN","<b>15 heures</b> Place du 8 Octobre",,1,
"49.09260","4.89870",,"Point",,"SAINTE-MENEHOULD","<b>16 heures</b> Hôtel de ville","CornflowerBlue",1,
"45.747466","-0.634257",,"Point",,"SAINTES","<b>10 heures 30</b> Palais de Justice","DarkTurquoise",1,
"45.9363","6.630437",,"Point",,"SALLANCHES","<b>17 heures 30</b> Quai de l’Hôtel de Ville",,1,
"43.64207","5.0959",,"Point",,"SALON-DE-PROVENCE","<b>15 heures</b> Kiosque à musique Place des Martyrs","DarkTurquoise",,
"44.887746","1.217605",,"Point",,"SARLAT-LA-CANÉDA","<b>15 heures</b> Place de la Grande Rigaudie","DarkTurquoise",1,
"48.734201","7.045455",,"Point",,"SARREBOURG","<b>10 heures</b> Route de Lunéville","CornflowerBlue",,
"49.111256","7.067492",,"Point",,"SARREGUEMINES","<b>10 heures</b> Place de la République","CornflowerBlue",,
"47.26092","-0.077199",,"Point",,"SAUMUR","<b>10 heures</b> Place de la Bilange",,1,
"48.743583","7.366655",,"Point",,"SAVERNE","<b>10 heures</b> Champ de Foire","CornflowerBlue",,
"47.685712","-0.86807",,"Point",,"SEGRÉ-EN-ANJOU","<b>10 heures</b> Place du Port",,1,
"48.257707","7.452252",,"Point",,"SÉLESTAT","<b>14 heures</b> Place Vanolles","CornflowerBlue",,
"48.192355","3.299578",,"Point",,"SENS","<b>10 heures</b> Devant l’Hôpital","DarkTurquoise",1,
"43.401427","3.695969",,"Point",,"SÈTE","<b>10 heures 30</b> Place de la Mairie","CornflowerBlue",1,
"48.72226","3.72097",,"Point",,"SÉZANNE","<b>14 heures 30</b> Place du Champ Benoist","CornflowerBlue",1,
"49.3664","3.3105",,"Point",,"SOISSONS","<b>12 heures</b> Rond-point de l’Archer",,1,
"48.586205","7.75746",,"Point",,"STRASBOURG","<b>14 heures</b> Avenue de la Liberté","CornflowerBlue",1,
"43.233534","0.086753",,"Point",,"TARBES","<b>10 heures</b> Bourse du Travail","CornflowerBlue",1,
"43.829411","-0.833845",,"Point",,"TARTAS","<b>12 heures 30</b> Rond-point de Bégaar","DarkTurquoise",1,
"49.65883","3.29778",,"Point",,"TERGNIER","<b>10 heures</b> Gare SNCF",,,
"45.85541","3.54891",,"Point",,"THIERS","<b>16 heures 30</b> Place Antonin Chastel",,,
"46.370331","6.480421",,"Point",,"THONON-LES-BAINS","<b>17 heures 30</b> Place des Arts",,1,
"46.979418","-0.215735",,"Point",,"THOUARS","<b>11 heures</b> Place Flandres Dunkerque","DarkTurquoise",1,
"48.673723","5.890329",,"Point",,"TOUL","<b>10 heures</b>
Place des Trois Évéchés","CornflowerBlue",,
"43.138252","6.016978",,"Point",,"TOULON","<b>13 heures 30</b> Rond-point de l’Université de la Garde","DarkTurquoise",1,
"43.59793","1.431302",,"Point",,"TOULOUSE","<b>15 heures 30</b> Saint-Cyprien","CornflowerBlue",1,
"45.064716","4.835025",,"Point",,"TOURNON-SUR-RHÔNE","<b>11 heures</b>
Place Carnot",,,
"46.561649","4.912198",,"Point",,"TOURNUS","<b>11 heures</b> Place de l’Hôtel de Ville","DarkTurquoise",1,
"47.396412","0.685867",,"Point",,"TOURS","<b>14 heures</b> Place Anatole France","CornflowerBlue",1,
"48.294665","4.070429",,"Point",,"TROYES","<b>14 heures 30</b> Place Jean Jaurès","CornflowerBlue",1,
"45.259316","1.755694",,"Point",,"TULLE","<b>15 heures</b> Marché couvert","DarkTurquoise",1,
"45.546015","2.307038",,"Point",,"USSEL","<b>15 heures</b> Place Voltaire","DarkTurquoise",1,
"44.01368","4.42021",,"Point",,"UZÈS","<b>10 heures</b> Mairie","CornflowerBlue",1,
"44.931395","4.885343",,"Point",,"VALENCE","<b>14 heures 30</b> Pont Frédéric Mistral",,1,
"50.359302","3.522974",,"Point",,"VALENCIENNES","<b>10 heures</b> Place du Marché aux Herbes",,1,
"47.660127","-2.790077",,"Point",,"VANNES","<b>10 heures</b> Giratoire de Kerlann","CornflowerBlue",1,
"47.793442","1.070298",,"Point",,"VENDÔME","<b>10 heures 30</b> Place Liberté","CornflowerBlue",1,
"49.159804","5.390832",,"Point",,"VERDUN","<b>9 heures</b> Parking du 8 mai 1945","CornflowerBlue",1,
"47.615566","6.143074",,"Point",,"VESOUL","<b>10 heures</b> Gare SNCF","DarkTurquoise",1,
"46.124954","3.426517",,"Point",,"VICHY","<b>14 heures 30</b> Place Charles de Gaulle",,1,
"45.52183","4.869406",,"Point",,"VIENNE","<b>14 heures</b> Champs de Mars",,1,
"47.209554","2.058172",,"Point",,"VIERZON","<b>10 heures 30</b> Rond-point Sous-préfecture","CornflowerBlue",1,
"44.348702","2.037138",,"Point",,"VILLEFRANCHE-DE-ROUERGUE","<b>11 heures</b> Place de la République","CornflowerBlue",,
"45.98921","4.711955",,"Point",,"VILLEFRANCHE-SUR-SAÔNE","<b>16 heures 30</b> Rue Philippe Héron",,1,
"44.40925","0.70562",,"Point",,"VILLENEUVE-SUR-LOT","<b>15 heures 30</b> Théâtre Georges Leygues","DarkTurquoise",1,
"49.29094","2.50006",,"Point",,"VILLERS-SAINT-PAUL","<b>10 heures</b> Place du 19 mars 1962",,,
"48.83841","-0.889732",,"Point",,"VIRE","<b>17 heures 30</b> Porte de l'Horloge","DarkTurquoise",1,
"48.122873","-1.211779",,"Point",,"VITRÉ","<b>17 heures</b> Place Général de Gaulle","CornflowerBlue",1,
"48.72884","4.587168",,"Point",,"VITRY-LE-FRANÇOIS","<b>10 heures 30</b> Place de la Marne","CornflowerBlue",1,
"45.07500","5.77225",,"Point",,"VIZILLE","<b>14 heures</b> Place du Château",,1,
"45.362958","5.593379",,"Point",,"VOIRON","<b>14 heures</b> Devant le Quartz",,1,
"49.61673","0.75523",,"Point",,"YVETOT","<b>10 heures 30</b> Place de l’Hôtel de Ville","DarkTurquoise",,
